,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
2775,160,support,,0.448125591391,2,,low,0.368017815545,Left,3.0
2776,264,engineering,,0.936960910754,6,,medium,0.11570309228,Left,4.0
2777,69,temp,,,2,,low,,Employed,
2778,289,IT,,0.977610495625,7,,low,0.16330259814,Left,4.0
2779,265,sales,1.0,0.592719147343,3,,high,0.767022302768,Employed,2.0
2780,251,sales,1.0,0.536072588894,5,,low,0.481505813763,Employed,3.0
2781,171,engineering,,0.421358306398,6,,low,0.397277771597,Employed,2.0
2782,239,product,,0.862413421027,4,,low,0.83695268255,Left,5.0
2783,149,support,,,3,,low,0.859971103617,Employed,3.0
2784,135,management,,0.509400314042,3,,low,0.421041504807,Employed,2.0
2785,294,engineering,,0.47078949096,4,,low,0.437268851024,Left,3.0
2786,256,engineering,,0.952850088284,4,,medium,0.639526533066,Employed,4.0
2787,145,engineering,,0.524135763548,2,,low,0.497611526123,Left,3.0
2788,225,finance,,,3,,medium,0.564839911405,Employed,3.0
2789,141,sales,1.0,0.703138392288,4,,low,0.696128163098,Employed,2.0
2790,207,engineering,1.0,0.990048102595,4,,medium,0.799951568326,Employed,2.0
2791,219,product,,0.41862813306,6,,low,1.0,Employed,6.0
2792,270,,,,4,,low,1.0,Employed,2.0
2793,292,IT,,0.778057978877,7,,low,0.139701761775,Left,5.0
2794,154,admin,,0.689065161128,3,,low,0.523747533497,Employed,2.0
2795,238,product,,0.596817320701,4,,medium,0.777985439654,Employed,4.0
2796,260,management,,0.751264875121,6,,medium,0.0911454457502,Employed,5.0
2797,206,marketing,,0.974725410778,2,,low,0.487744712643,Employed,2.0
2798,267,sales,,0.929552068349,4,,medium,0.814207642219,Left,5.0
2799,271,IT,1.0,0.646004035428,4,,medium,0.912053225263,Employed,3.0
2800,181,procurement,1.0,,3,,low,0.59269302271,Employed,3.0
2801,273,support,,0.66572205997,3,,low,0.550083427497,Left,6.0
2802,229,support,,0.890077281951,5,,low,0.705278925835,Left,6.0
2803,156,engineering,,0.533339483271,2,,low,0.35342411266,Left,3.0
2804,143,support,,0.512454802676,2,,medium,0.484243855145,Left,3.0
2805,155,IT,,0.491273820378,2,,high,0.357395734671,Left,3.0
2806,185,engineering,1.0,0.710709400632,5,,medium,0.600316242206,Employed,2.0
2807,267,sales,,0.992276455712,4,,medium,0.614172095191,Employed,3.0
2808,185,engineering,1.0,0.583014527172,4,,medium,0.873209027706,Employed,3.0
2809,254,engineering,,0.845213496854,3,,medium,0.895691597533,Employed,3.0
2810,168,sales,,,4,,medium,0.989057460564,Employed,2.0
2811,219,support,,1.0,4,,medium,0.738577010146,Employed,2.0
2812,189,support,,0.718473455879,4,,low,0.54434136728,Employed,2.0
2813,228,support,1.0,0.899844796643,5,,high,0.19703242003,Employed,4.0
2814,157,,,0.727879353299,4,,medium,0.914270141531,Employed,2.0
2815,270,support,,0.913733330327,3,,low,0.414214020464,Employed,6.0
2816,133,sales,1.0,0.618063701169,4,,medium,0.895697509461,Employed,4.0
2817,155,sales,,0.434123414224,2,,low,0.439222492784,Left,3.0
2818,196,sales,,0.874373094815,3,,low,1.0,Employed,4.0
2819,250,procurement,,0.411463245734,4,,low,0.759264346193,Employed,4.0
2820,227,marketing,,0.866259975755,3,,medium,0.830209573049,Employed,3.0
2821,135,sales,,0.543421166795,2,,low,0.423004869691,Left,3.0
2822,274,engineering,,0.523872748263,3,,high,0.731246080562,Employed,2.0
2823,250,engineering,,0.576865019381,3,,medium,0.62837205593,Employed,4.0
2824,146,marketing,,0.562533999331,3,,medium,0.447927998138,Employed,3.0
2825,146,IT,,0.536508839265,2,,medium,0.433132357373,Left,3.0
2826,218,management,,0.710113129504,3,,medium,0.388414053013,Left,4.0
2827,226,management,,0.620467148773,4,,medium,0.276728390877,Employed,5.0
2828,156,finance,,0.513749700041,2,,high,0.356089535085,Left,3.0
2829,140,sales,,0.835833229795,5,,low,0.194088513314,Employed,4.0
2830,185,product,1.0,0.955245434305,4,,low,0.644697537831,Employed,3.0
2831,136,engineering,,0.786734759744,5,,low,0.0878726723917,Left,2.0
2832,258,support,,0.941839486688,5,,low,0.909107044809,Left,5.0
2833,162,procurement,,0.565725270791,3,,low,0.8512339897,Employed,2.0
2834,265,support,,0.888531028063,5,,low,0.808565873032,Employed,4.0
2835,189,support,,0.837145790407,3,,medium,0.90809879738,Employed,2.0
2836,194,sales,,0.72321960349,5,,low,0.275769183868,Employed,3.0
2837,139,marketing,,0.64244497072,3,,low,0.702791478465,Employed,2.0
2838,268,management,,0.53192695687,2,,high,0.78866510092,Employed,2.0
2839,247,information_technology,,,3,,low,1.0,Employed,3.0
2840,259,,,0.974588636106,4,,high,0.934622029954,Employed,2.0
2841,241,,,0.534586038242,4,,medium,0.982977991674,Employed,4.0
2842,146,,1.0,0.459685060986,3,,medium,0.388204995436,Employed,2.0
2843,138,support,1.0,,3,,medium,0.588900684539,Employed,3.0
2844,200,product,,0.755580584393,4,,low,0.791803313759,Employed,4.0
2845,257,marketing,1.0,0.772273781376,3,,medium,0.556409860934,Employed,2.0
2846,223,finance,,1.0,5,,medium,0.780528900154,Left,6.0
2847,185,support,1.0,0.877193665084,3,,low,0.63429927593,Employed,2.0
2848,219,sales,,0.592980954974,3,,medium,0.552920869729,Employed,3.0
2849,258,sales,,0.917896480386,5,1.0,medium,0.805696093731,Employed,3.0
2850,200,engineering,,0.710976168255,3,,low,1.0,Employed,2.0
2851,220,engineering,,0.740359994021,3,,medium,0.566702844675,Employed,3.0
2852,113,marketing,,0.564584191697,3,,medium,0.466692613796,Employed,4.0
2853,136,marketing,,0.494911605436,2,,medium,0.376040995467,Left,3.0
2854,141,product,,,5,,medium,0.90437218576,Employed,2.0
2855,272,product,,0.670154073583,4,,high,1.0,Employed,3.0
2856,259,support,,0.991628652978,4,,medium,0.7887037533,Left,5.0
2857,163,,1.0,0.538952760833,4,,medium,0.732992258482,Employed,2.0
2858,222,sales,,0.854259669408,5,,low,0.462790733462,Employed,3.0
2859,147,sales,,0.663744518237,2,,medium,0.978988824824,Employed,2.0
2860,155,sales,,0.526108894623,2,,low,0.399072808427,Left,3.0
2861,211,product,1.0,0.800734150338,6,,medium,0.650836729747,Employed,4.0
2862,175,management,1.0,0.875421488355,4,,low,0.620341598491,Employed,3.0
2863,155,,,0.464598438505,2,,medium,0.414451325091,Left,3.0
2864,209,marketing,,0.683481846909,5,,medium,0.433569595887,Employed,4.0
2865,191,support,,0.524001583497,3,,high,0.505849762924,Employed,3.0
2866,258,sales,,1.0,2,,medium,0.95991525198,Employed,3.0
2867,211,marketing,,0.684892951565,3,1.0,low,0.538189052814,Employed,6.0
2868,140,,,0.508458692609,2,,low,0.469580674888,Left,3.0
2869,106,sales,,,2,1.0,high,0.58366033278,Employed,2.0
2870,240,engineering,1.0,0.635636156134,3,,low,0.640885317888,Employed,2.0
2871,186,marketing,1.0,,3,1.0,medium,0.836090609671,Employed,3.0
2872,230,,,0.908733609986,3,,low,0.605861441423,Employed,2.0
2873,191,sales,,0.672845694432,3,,medium,0.368241952664,Employed,4.0
2874,221,engineering,,0.771540068245,3,,low,0.757493997414,Employed,3.0
2875,185,sales,,,5,,medium,0.944566100815,Employed,2.0
2876,187,marketing,,0.916499296439,4,,low,0.724069199252,Employed,4.0
2877,252,product,,0.804570773353,3,,low,0.471378466379,Employed,4.0
2878,189,IT,,0.607130602188,4,,low,0.822708929897,Employed,2.0
2879,155,marketing,,0.536341525496,2,,low,0.435990331175,Left,3.0
2880,138,support,,,2,,low,0.457364034403,Left,3.0
2881,236,admin,,0.835581674717,4,,medium,0.765086104367,Employed,2.0
2882,133,sales,,0.56548765589,2,,low,0.42468748612,Left,3.0
2883,137,marketing,1.0,0.379275914147,2,,medium,0.632159719755,Employed,4.0
2884,141,IT,,0.428847896007,2,,low,0.632595435084,Employed,2.0
2885,155,sales,,0.465779210804,2,,low,0.42280632495,Left,3.0
2886,217,engineering,1.0,0.89611198098,3,,low,0.548593313127,Employed,3.0
2887,173,support,,0.899819905977,3,,low,0.901435779805,Employed,2.0
2888,260,sales,,0.456171316782,3,,low,0.922603597341,Employed,8.0
2889,135,support,,0.602382808083,4,,medium,0.973926781991,Employed,3.0
2890,205,marketing,,0.584000513611,5,,high,0.636251678875,Employed,2.0
2891,172,procurement,,0.564224262714,6,,high,0.077504832521,Employed,6.0
2892,132,marketing,,0.407653268033,2,,low,0.484727141559,Left,3.0
2893,237,support,,1.0,4,,medium,0.86158548744,Left,5.0
2894,253,engineering,,0.824565297788,3,,medium,0.673658396344,Employed,2.0
2895,263,marketing,,0.820148555209,4,1.0,medium,0.73615914136,Employed,3.0
2896,259,IT,,0.983051142881,3,,medium,0.48002978555,Employed,6.0
2897,260,sales,,,5,,low,0.89013424965,Employed,3.0
2898,235,product,,0.645560109247,5,,low,0.533787061598,Employed,2.0
2899,155,support,,0.913911288166,4,,medium,0.926678683481,Employed,3.0
2900,189,sales,,0.966246802384,6,,low,0.704759774183,Left,2.0
2901,135,support,1.0,,3,,low,0.867973239764,Employed,3.0
2902,141,sales,1.0,0.509390392548,2,,medium,0.41237549712,Left,3.0
2903,201,support,,,5,,medium,0.921703731005,Employed,3.0
2904,149,product,1.0,0.565221186653,5,,medium,0.682018142209,Employed,3.0
2905,187,sales,,0.7529946472,3,,medium,0.677241722613,Employed,2.0
2906,263,support,,0.726022655499,5,,medium,0.880065029793,Employed,3.0
2907,240,information_technology,,0.696216646525,6,,medium,0.600694843682,Employed,4.0
2908,215,sales,,0.616332793679,3,,high,0.697186805077,Employed,6.0
2909,148,support,,0.550942316242,5,,medium,0.257590252712,Employed,4.0
2910,168,engineering,,0.760798338748,5,,low,1.0,Employed,3.0
2911,220,support,,,4,,low,0.778496965646,Employed,3.0
2912,163,support,,,3,,low,0.584947947301,Employed,2.0
2913,180,sales,,0.574100413893,5,,medium,0.948131016425,Employed,3.0
2914,175,finance,,0.604586320923,3,,low,0.456780550432,Employed,2.0
2915,219,sales,,0.786187890134,3,,medium,0.791069601851,Employed,2.0
2916,140,finance,,0.960000739747,4,,low,0.66026788967,Employed,2.0
2917,255,IT,1.0,0.993674414879,4,,low,0.937376296748,Left,5.0
2918,230,,,,4,,medium,0.903135130727,Employed,3.0
2919,154,IT,,0.961855633417,4,,low,0.745744653201,Employed,2.0
2920,113,marketing,,0.436875332105,5,,low,0.723725173961,Employed,2.0
2921,217,sales,,0.74152487255,3,,low,0.818222372886,Employed,3.0
2922,269,management,,0.921109389775,4,,high,0.747223721143,Employed,10.0
2923,185,finance,,0.896804780384,4,,low,0.757981496043,Employed,3.0
2924,198,engineering,1.0,0.900500502947,3,,medium,0.802007470267,Employed,4.0
2925,233,engineering,,0.594740086505,3,,medium,0.863093433843,Employed,3.0
2926,194,,,0.749802474738,3,,medium,0.672778275243,Employed,3.0
2927,254,product,,0.736399197458,2,,low,0.796545947817,Employed,3.0
2928,142,marketing,,0.904514597126,2,,high,0.562827174891,Employed,3.0
2929,253,marketing,,0.941695369178,3,,medium,0.752884197578,Employed,3.0
2930,162,engineering,,0.558317797882,3,,medium,1.0,Employed,3.0
2931,149,engineering,,,2,,medium,0.420055755685,Left,3.0
2932,161,IT,,0.793347289707,4,,medium,0.530681799068,Employed,2.0
2933,234,management,,0.613458958636,2,,low,0.637301916754,Employed,4.0
2934,139,sales,,0.629476605184,2,,medium,0.702359823779,Employed,8.0
2935,148,support,,0.587356701018,2,,low,0.429557959199,Left,3.0
2936,232,sales,,0.630421028247,3,,low,0.614550128637,Employed,2.0
2937,127,support,1.0,0.481797698891,2,,low,0.382296352114,Left,3.0
2938,296,sales,,0.677557173198,2,,medium,0.467872615805,Left,5.0
2939,233,support,,0.518519340345,3,,low,0.564244944091,Employed,2.0
2940,188,sales,,0.58458586081,5,,medium,0.185463368043,Employed,7.0
2941,272,sales,,1.0,6,,low,0.27086423488,Employed,2.0
2942,286,marketing,,0.508515596607,2,,low,0.731505638283,Employed,7.0
2943,205,product,,0.835107552982,3,,low,0.265674541365,Employed,5.0
2944,160,support,1.0,0.74006906752,5,,low,0.966900509734,Employed,5.0
2945,255,support,,,5,,medium,0.817202763884,Employed,2.0
2946,153,product,,0.547758241126,4,,medium,0.694561885542,Employed,3.0
2947,247,engineering,,0.872026061664,6,,low,0.152730589826,Left,4.0
2948,179,,,0.945912868857,4,,low,0.989405250848,Employed,3.0
2949,169,support,,0.908090384524,4,,low,0.706823184825,Employed,4.0
2950,197,sales,,0.76586151583,3,,medium,0.746108962167,Employed,2.0
2951,238,management,,0.809763503848,4,,low,0.953900369023,Employed,2.0
2952,145,finance,,0.608004280794,2,,medium,0.45532451586,Left,3.0
2953,225,product,,,3,,low,0.973713548234,Employed,2.0
2954,267,sales,1.0,,3,,low,0.90836943073,Employed,2.0
2955,127,sales,1.0,0.518220751772,2,,medium,0.38765674351,Left,3.0
2956,154,,,0.938455529366,5,,low,0.76528920717,Employed,4.0
2957,167,IT,,0.533313316897,3,,medium,0.635659374445,Employed,3.0
2958,149,engineering,1.0,0.793990691022,3,,medium,0.598132271841,Employed,2.0
2959,220,sales,,0.576984504337,4,,medium,0.949073581087,Employed,2.0
2960,259,engineering,1.0,0.588344696527,5,,medium,0.342320062759,Employed,5.0
2961,165,information_technology,,0.651839606985,3,,low,0.934828802958,Employed,2.0
2962,191,support,,0.606289270513,4,,low,0.964772078905,Employed,3.0
2963,185,marketing,,0.751542125056,3,,medium,0.892870234937,Employed,2.0
2964,148,,1.0,0.691407327073,4,,low,0.786504943449,Employed,2.0
2965,139,support,,0.488987155731,2,,low,0.384328178662,Left,3.0
2966,148,sales,,0.580589331133,2,,low,0.460379704154,Left,3.0
2967,216,marketing,,0.724348585925,4,,medium,0.753788304626,Employed,2.0
2968,204,support,,0.944746573141,3,,medium,0.78124042898,Employed,3.0
2969,121,management,,0.771267601842,5,1.0,high,0.751791965666,Employed,5.0
2970,154,sales,1.0,0.491252557355,3,,medium,0.943502481258,Employed,8.0
2971,250,sales,,0.835159307212,6,,medium,0.095600229891,Left,4.0
2972,185,management,,0.515199681854,3,1.0,high,0.857558689104,Employed,10.0
2973,145,sales,,0.52335367469,2,,low,0.390567520929,Left,3.0
2974,136,engineering,,0.529916760251,2,,low,0.377291033527,Left,3.0
2975,102,support,,0.906288086256,3,,medium,0.803513806765,Employed,4.0
2976,197,management,,0.806804260737,5,,high,0.809043916437,Employed,4.0
2977,132,finance,,0.432147145513,6,,medium,0.242875268132,Employed,5.0
2978,287,finance,,0.880397389179,6,,medium,0.0849116528019,Left,4.0
2979,168,product,,0.595603653047,5,,medium,0.8529829575,Employed,2.0
2980,219,IT,1.0,0.710980347159,3,,low,0.797657533482,Employed,8.0
2981,248,procurement,1.0,0.797823511764,5,,low,0.753294071944,Employed,2.0
2982,189,engineering,,0.957384782368,4,,medium,0.139357258284,Employed,2.0
2983,171,finance,1.0,0.35196226784,5,1.0,high,0.614090182334,Employed,6.0
2984,155,support,,0.489529363976,2,,low,0.469179456085,Left,3.0
2985,253,marketing,,0.873803765768,4,,low,0.834530303559,Left,6.0
2986,260,engineering,,0.593829540135,4,,medium,0.651701844202,Employed,4.0
2987,112,temp,,,2,,medium,,Employed,
2988,293,support,,0.857714656444,6,,low,0.141661754404,Left,4.0
2989,235,sales,,0.536303000164,5,,medium,0.710692169139,Employed,3.0
2990,159,IT,,0.898764385265,4,,medium,0.57284222391,Employed,5.0
2991,239,sales,,0.48362735604,6,,medium,0.968458899189,Employed,5.0
2992,194,sales,,0.764534570441,4,,medium,0.70157671393,Employed,8.0
2993,221,marketing,,0.875294669527,5,,low,0.9506579091,Left,5.0
2994,195,support,,0.861311887464,6,,high,0.175979793753,Employed,5.0
2995,158,sales,,0.542861112602,2,,medium,0.434356313993,Left,3.0
2996,186,engineering,,0.562801023875,4,,medium,0.935322770577,Employed,4.0
2997,195,support,,0.652470982237,5,,low,0.909135049489,Left,6.0
2998,147,support,,0.626762623483,4,,low,0.582910386243,Employed,3.0
2999,297,sales,,0.87872067441,6,,high,0.104844162831,Left,5.0
3000,105,engineering,,0.549564546931,2,,low,0.476309431765,Employed,3.0
3001,147,marketing,,0.498368991825,2,,low,0.374464879362,Left,3.0
3002,158,finance,,0.568100103392,2,,medium,0.422637384517,Left,3.0
3003,209,marketing,,0.693442420429,2,1.0,medium,0.88963000454,Employed,5.0
3004,69,temp,,,2,,low,,Employed,
3005,171,sales,,0.693517620253,4,,low,0.735435821136,Employed,3.0
3006,144,IT,,0.536438682075,2,,medium,0.348475848293,Left,3.0
3007,151,sales,,0.448019241489,2,,low,0.426879686055,Left,3.0
3008,197,,,0.744492230893,3,,medium,0.513261031474,Employed,3.0
3009,192,sales,,0.660220036023,6,,high,0.382005009128,Employed,3.0
3010,188,marketing,,,3,,high,0.989457850573,Employed,3.0
3011,237,IT,,0.686901686207,6,,medium,0.103449598228,Employed,5.0
3012,268,sales,,0.775957805079,4,,medium,0.586633167267,Employed,3.0
3013,139,,,0.412511805357,3,1.0,medium,0.525120413668,Employed,8.0
3014,189,IT,,0.914459617883,4,,medium,0.788809812908,Employed,2.0
3015,113,management,,0.607074368376,6,,high,0.160041400148,Employed,3.0
3016,207,finance,,0.765278142413,3,,low,0.639864432786,Employed,2.0
3017,219,IT,,,5,,medium,0.805543887494,Employed,3.0
3018,197,sales,,0.546479328668,4,,medium,0.565475162015,Employed,2.0
3019,269,information_technology,1.0,0.441887454903,4,,medium,0.196714242218,Employed,4.0
3020,242,support,,0.794870180613,3,,low,0.92981813084,Employed,2.0
3021,188,information_technology,,0.517124501435,3,,medium,0.727001383239,Employed,3.0
3022,222,engineering,,0.543465047691,6,,medium,0.119282049432,Employed,3.0
3023,266,product,,0.88686209666,4,,medium,0.474352454822,Employed,7.0
3024,170,engineering,,0.536704978317,5,,low,0.511094932058,Employed,3.0
3025,165,management,,0.456151443312,6,,medium,0.804501395389,Employed,3.0
3026,101,temp,,,1,,medium,,Employed,
3027,262,marketing,,0.566740914095,3,,low,1.0,Employed,2.0
3028,264,marketing,,,3,,low,0.93463367017,Employed,3.0
3029,281,product,,0.63651464004,6,,medium,0.230127434088,Employed,3.0
3030,260,procurement,1.0,0.714554141433,5,,low,0.833855453089,Employed,3.0
3031,259,information_technology,,0.542552018638,4,,medium,0.813899202855,Employed,3.0
3032,265,marketing,,0.498279921612,3,,medium,0.852121293694,Employed,2.0
3033,187,management,,0.632532718569,3,,high,0.881157811351,Employed,2.0
3034,134,information_technology,,0.508336748666,2,,medium,0.456376132804,Left,3.0
3035,154,IT,,0.691886090355,3,,medium,0.562448105908,Employed,10.0
3036,189,management,1.0,0.88453320912,3,,high,0.682121054218,Employed,3.0
3037,191,sales,,,3,,low,0.563795738143,Employed,3.0
3038,149,,,0.864665257514,3,,low,0.603764819895,Employed,3.0
3039,163,IT,,0.715855283478,6,,high,0.66571158453,Employed,4.0
3040,270,engineering,1.0,0.951248570849,4,,low,0.916797908365,Employed,3.0
3041,130,sales,,0.477514192636,2,,low,0.391848426517,Left,3.0
3042,189,marketing,,0.739498190797,6,,high,0.282191216183,Employed,2.0
3043,281,product,,0.540865892,6,,medium,0.296819975711,Employed,3.0
3044,246,sales,,0.699280809858,3,,low,0.451302719184,Employed,3.0
3045,218,management,,0.673962806695,4,,medium,0.55757774104,Employed,2.0
3046,137,engineering,,0.601342955177,4,,high,0.529088658759,Employed,4.0
3047,146,product,,0.904995855902,4,,medium,0.255657073296,Employed,4.0
3048,72,temp,,,2,,low,,Employed,
3049,264,IT,,,2,,medium,0.97543038707,Employed,3.0
3050,98,support,,0.703981977274,6,,low,0.518398123476,Employed,3.0
3051,113,management,1.0,0.754500465773,3,,medium,0.551143653921,Employed,3.0
3052,297,,,0.838137575036,6,,low,0.117561181335,Left,4.0
3053,264,engineering,,0.912150378409,5,,high,0.132625511784,Employed,6.0
3054,219,support,,0.832346612745,6,,low,0.286378885416,Left,5.0
3055,160,IT,,0.996370040799,4,,low,0.872490935931,Employed,3.0
3056,173,product,,0.627154794642,4,,low,0.794468323233,Employed,2.0
3057,177,finance,,0.981217076196,4,,medium,0.261285946559,Employed,5.0
3058,274,sales,,0.966648547945,4,,low,0.475553321508,Employed,3.0
3059,148,marketing,,0.587000080072,2,,high,0.487714136778,Left,3.0
3060,145,sales,1.0,0.847783960068,3,,high,0.917183768199,Employed,4.0
3061,103,marketing,1.0,0.604370272051,2,,medium,0.420120245188,Employed,3.0
3062,193,engineering,,0.758314237017,3,,medium,0.888877325453,Employed,3.0
3063,117,marketing,,0.523585996686,4,1.0,medium,0.320722062743,Employed,10.0
3064,244,,,1.0,5,,medium,0.66354414617,Employed,2.0
3065,262,finance,,0.877039380261,5,,low,0.953009804178,Left,5.0
3066,166,engineering,1.0,1.0,4,,low,0.281689968374,Employed,5.0
3067,133,engineering,,0.523174767915,2,,low,0.390364493403,Left,3.0
3068,279,marketing,,0.737224817217,5,,low,0.205602220093,Employed,8.0
3069,264,support,,0.820505973291,4,,low,0.849860734184,Left,6.0
3070,166,support,1.0,0.437843343547,4,,low,0.785111000308,Employed,4.0
3071,246,finance,,0.588008994453,4,,low,0.648628289265,Employed,2.0
3072,154,finance,,0.459002040115,2,,medium,0.432900325497,Left,3.0
3073,201,information_technology,,0.727852502602,4,,medium,0.459552283024,Employed,4.0
3074,220,engineering,,0.958471810912,3,,low,0.565542581083,Employed,3.0
3075,301,engineering,,0.737222731008,4,,low,0.464158385285,Left,5.0
3076,139,marketing,,0.604772855628,3,,high,0.75481885536,Employed,3.0
3077,151,,,0.56093617281,2,,medium,0.546135682951,Employed,3.0
3078,206,sales,1.0,0.815683995718,3,1.0,high,0.498315464506,Employed,3.0
3079,154,engineering,,,2,,low,0.392332577361,Left,3.0
3080,166,sales,,0.702736252807,3,1.0,high,0.784444039216,Employed,3.0
3081,250,product,1.0,0.989366448518,3,,medium,0.677717869354,Employed,3.0
3082,215,finance,,0.854418570478,3,,high,0.803491539999,Employed,3.0
3083,197,engineering,,0.576609952243,4,,high,0.855724368594,Employed,3.0
3084,262,information_technology,1.0,0.568137245981,4,,high,0.472859532893,Employed,3.0
3085,198,,1.0,0.721135294316,4,,medium,0.685321955138,Employed,3.0
3086,144,sales,,0.558428919325,2,,low,0.447427182428,Left,3.0
3087,252,management,,0.947745529819,5,,medium,0.879866880195,Employed,3.0
3088,225,IT,1.0,,5,,low,0.554270517523,Employed,2.0
3089,111,IT,1.0,0.593988163161,3,,low,0.357432333596,Employed,4.0
3090,269,sales,,0.961067245807,7,,medium,0.0906935023959,Left,4.0
3091,232,management,,0.899880811455,6,,high,0.904010201631,Employed,5.0
3092,210,admin,,0.774016817172,5,,medium,0.614986909739,Employed,3.0
3093,242,support,,1.0,4,,low,0.906016634766,Left,6.0
3094,257,engineering,,0.954546217243,5,,medium,0.824469254326,Left,5.0
3095,227,management,1.0,0.530144787987,2,,high,0.857863237702,Employed,5.0
3096,163,,,0.916720186641,5,,medium,0.678062420445,Left,3.0
3097,196,IT,,0.926816591302,5,,medium,0.613908024265,Employed,3.0
3098,170,sales,,0.981502089674,4,,low,0.553456026556,Employed,2.0
3099,249,IT,,0.96448576388,4,,low,0.714625397551,Left,5.0
3100,256,support,1.0,0.717979070474,3,,medium,0.826042369595,Employed,3.0
3101,143,marketing,,0.556312145681,2,,low,0.391361608268,Left,3.0
3102,241,sales,,0.792913910479,5,,medium,0.769819461409,Employed,2.0
3103,257,IT,,0.536560243432,3,,low,0.713462295861,Employed,6.0
3104,278,product,1.0,0.374388480164,4,,high,0.698342221392,Employed,4.0
3105,140,product,,0.484742437434,4,,medium,0.922193275884,Employed,3.0
3106,149,product,,0.838244067326,2,,medium,0.415262036572,Employed,4.0
3107,168,engineering,,0.841877914619,6,,low,0.456403458998,Employed,2.0
3108,227,,,0.708857801693,4,,medium,0.488964985901,Employed,3.0
3109,168,product,,0.68974571258,4,,medium,0.99479400209,Employed,2.0
3110,143,sales,,0.5619722575,2,,low,0.415941811092,Left,3.0
3111,177,sales,,,4,,high,0.764531152552,Employed,3.0
3112,270,engineering,,0.91577242508,5,,medium,0.871095301376,Left,5.0
3113,269,engineering,,0.894290007745,6,,medium,0.122713291313,Left,4.0
3114,134,support,1.0,0.768540132605,4,,medium,0.982578754162,Employed,2.0
3115,201,management,1.0,0.643633206353,4,,medium,0.587291498895,Employed,10.0
3116,168,IT,,0.966679594484,3,,medium,0.227511297282,Employed,4.0
3117,252,sales,1.0,0.630359017841,4,,medium,0.662522875348,Employed,3.0
3118,271,sales,,0.93698896694,5,,low,0.743615647539,Left,5.0
3119,221,product,1.0,0.963549891416,5,,medium,1.0,Employed,3.0
3120,133,temp,,,2,,medium,,Employed,
3121,150,IT,,0.564512867707,4,,medium,0.984562110902,Employed,2.0
3122,260,support,,0.895906041245,5,,low,0.867947586822,Left,5.0
3123,179,support,,0.906612820786,3,,medium,0.682302813095,Left,2.0
3124,124,procurement,1.0,,4,,high,0.815517670923,Employed,3.0
3125,235,marketing,1.0,0.607184799168,4,,low,0.947189184382,Employed,4.0
3126,167,sales,1.0,0.928512027172,6,,low,0.947127215587,Employed,2.0
3127,169,engineering,,0.50477096755,5,,low,0.611266064565,Employed,3.0
3128,249,engineering,,,3,,low,0.64068390566,Employed,3.0
3129,153,management,,,2,,low,0.471548022222,Left,3.0
3130,194,sales,1.0,0.729200911939,5,,medium,1.0,Employed,7.0
3131,258,sales,,0.92016329028,4,,low,0.723410064798,Left,5.0
3132,165,product,,0.698211010173,2,,low,0.329717792947,Employed,4.0
3133,308,IT,,0.827758936715,6,,medium,0.120467403125,Left,4.0
3134,134,engineering,1.0,0.609271684871,4,,low,1.0,Employed,3.0
3135,275,engineering,,,5,,medium,0.823584975543,Employed,2.0
3136,139,product,,0.656742724816,3,,low,0.578348595326,Employed,2.0
3137,181,IT,,,6,,medium,0.710677406915,Employed,3.0
3138,259,support,,0.996596079007,6,,low,0.141591105871,Left,4.0
3139,199,engineering,,0.59761489659,4,,low,0.502860853702,Employed,2.0
3140,219,sales,,0.632764971377,3,,low,0.654448641578,Employed,3.0
3141,253,support,,0.627026132127,3,,low,1.0,Employed,3.0
3142,134,admin,,0.738146935637,3,,medium,0.589087360804,Employed,3.0
3143,237,engineering,,0.692247470785,4,,low,0.707952577449,Employed,3.0
3144,246,finance,,0.566193945281,3,,medium,0.736095325661,Employed,3.0
3145,190,engineering,,0.750040818121,4,,medium,0.738920526528,Employed,4.0
3146,132,management,1.0,0.774755822233,5,,high,0.764683699782,Employed,2.0
3147,243,marketing,,0.96247782157,3,,low,0.462699809936,Employed,3.0
3148,197,support,1.0,,4,,low,0.863037199115,Employed,3.0
3149,240,IT,,0.678703452135,2,,low,0.339158042073,Employed,5.0
3150,206,support,,0.846557503562,3,,low,0.883345985371,Employed,2.0
3151,190,finance,1.0,0.52962939273,4,,low,0.713148532265,Employed,3.0
3152,162,sales,,0.572904975592,4,,low,0.890815028289,Employed,2.0
3153,241,engineering,,,4,,low,0.922267480401,Employed,2.0
3154,281,sales,,0.907964763628,6,,medium,0.105748770823,Left,4.0
3155,100,engineering,,0.703305991821,3,,medium,0.377518589595,Employed,3.0
3156,199,management,,0.717910970524,4,,medium,0.606771747725,Employed,2.0
3157,220,product,,0.837435601896,4,,low,0.866461635021,Employed,2.0
3158,228,sales,,0.946945245699,4,,low,0.932775295707,Left,5.0
3159,278,engineering,,,7,,low,0.287871991698,Left,3.0
3160,226,support,,0.500389533292,2,,high,0.479459571036,Employed,3.0
3161,236,IT,,0.890960711655,3,,low,0.488800048762,Employed,2.0
3162,266,IT,,0.789340037057,4,,medium,0.565979742608,Employed,2.0
3163,159,sales,,,2,,low,0.40542795903,Left,3.0
3164,240,sales,,0.849425214149,4,,medium,0.820866771283,Left,5.0
